CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTRY NAME>>,<<COUNTRY GMI
Prince Edward>>,<<USA-VRG147>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG147
Potter>>,<<USA-PEN105>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN105
Teller>>,<<USA-COL119>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL119
Richmond>>,<<USA-VRG159>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG159
San Juan>>,<<USA-COL111>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL111
Greene>>,<<USA-NCR079>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR079
San Miguel>>,<<USA-COL113>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL113
Graham>>,<<USA-NCR075>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR075
Sedgwick>>,<<USA-COL115>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL115
Summit>>,<<USA-COL117>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL117
Granville>>,<<USA-NCR077>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR077
Guilford>>,<<USA-NCR081>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR081
Halifax>>,<<USA-NCR083>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR083
Washington>>,<<USA-COL121>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL121
Prince William>>,<<USA-VRG153>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG153
Rappahannock>>,<<USA-VRG157>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG157
Pulaski>>,<<USA-VRG155>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG155
Routt>>,<<USA-COL107>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL107
Clay>>,<<USA-NCR043>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR043
Chowan>>,<<USA-NCR041>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR041
Rio Grande>>,<<USA-COL105>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL105
Rio Blanco>>,<<USA-COL103>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL103
Columbus>>,<<USA-NCR047>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR047
Cleveland>>,<<USA-NCR045>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR045
Pueblo>>,<<USA-COL101>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL101
Craven>>,<<USA-NCR049>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR049
Saguache>>,<<USA-COL109>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL109
Cumberland>>,<<USA-NCR051>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR051
Currituck>>,<<USA-NCR053>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR053
Dare>>,<<USA-NCR055>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR055
Davidson>>,<<USA-NCR057>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR057
Davie>>,<<USA-NCR059>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR059
Duplin>>,<<USA-NCR061>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR061
Cabarrus>>,<<USA-NCR025>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR025
Burke>>,<<USA-NCR023>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR023
Buncombe>>,<<USA-NCR021>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR021
Wayne>>,<<USA-OHI169>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI169
Lee>>,<<USA-VRG105>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG105
Loudoun>>,<<USA-VRG107>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG107
Louisa>>,<<USA-VRG109>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG109
Warren>>,<<USA-OHI165>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI165
Camden>>,<<USA-NCR029>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR029
Washington>>,<<USA-OHI167>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI167
Caldwell>>,<<USA-NCR027>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR027
Williams>>,<<USA-OHI171>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI171
Wood>>,<<USA-OHI173>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI173
King William>>,<<USA-VRG101>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG101
Lancaster>>,<<USA-VRG103>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG103
Catawba>>,<<USA-NCR035>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR035
Chatham>>,<<USA-NCR037>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR037
Carteret>>,<<USA-NCR031>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR031
Caswell>>,<<USA-NCR033>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR033
Mecklenburg>>,<<USA-VRG117>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG117
Mathews>>,<<USA-VRG115>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG115
Cherokee>>,<<USA-NCR039>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR039
Wyandot>>,<<USA-OHI175>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI175
Middlesex>>,<<USA-VRG119>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG119
York>>,<<USA-PEN133>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN133
Wyoming>>,<<USA-PEN131>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN131
Madison>>,<<USA-VRG113>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG113
Lunenburg>>,<<USA-VRG111>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG111
Stark>>,<<USA-OHI151>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI151
Worth>>,<<USA-MOS227>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS227
Scioto>>,<<USA-OHI145>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI145
Webster>>,<<USA-MOS225>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS225
Sandusky>>,<<USA-OHI143>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI143
Wayne>>,<<USA-MOS223>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS223
Shelby>>,<<USA-OHI149>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI149
Washington>>,<<USA-MOS221>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS221
Seneca>>,<<USA-OHI147>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI147
Wright>>,<<USA-MOS229>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS229
Bennington>>,<<USA-VRM003>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM003
Addison>>,<<USA-VRM001>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM001
Van Wert>>,<<USA-OHI161>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI161
Vinton>>,<<USA-OHI163>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI163
Summit>>,<<USA-OHI153>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI153
Essex>>,<<USA-VRM009>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM009
Trumbull>>,<<USA-OHI155>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI155
Chittenden>>,<<USA-VRM007>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM007
Tuscarawas>>,<<USA-OHI157>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI157
Caledonia>>,<<USA-VRM005>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM005
Union>>,<<USA-OHI159>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI159
Churchill>>,<<USA-NEV001>>,<<Nevada>>,<<USA-NEV>>,<<United States>>,<<USA>>,<<USA-NEV001
Clark>>,<<USA-NEV003>>,<<Nevada>>,<<USA-NEV>>,<<United States>>,<<USA>>,<<USA-NEV003
Douglas>>,<<USA-NEV005>>,<<Nevada>>,<<USA-NEV>>,<<United States>>,<<USA>>,<<USA-NEV005
Elko>>,<<USA-NEV007>>,<<Nevada>>,<<USA-NEV>>,<<United States>>,<<USA>>,<<USA-NEV007
Franklin>>,<<USA-VRM011>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM011
Grand Isle>>,<<USA-VRM013>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM013
Scott>>,<<USA-MOS201>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS201
Lamoille>>,<<USA-VRM015>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM015
Perry>>,<<USA-OHI127>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI127
Paulding>>,<<USA-OHI125>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI125
Orange>>,<<USA-VRM017>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM017
Shelby>>,<<USA-MOS205>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS205
Ottawa>>,<<USA-OHI123>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI123
Orleans>>,<<USA-VRM019>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM019
Shannon>>,<<USA-MOS203>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS203
Noble>>,<<USA-OHI121>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI121
Esmeralda>>,<<USA-NEV009>>,<<Nevada>>,<<USA-NEV>>,<<United States>>,<<USA>>,<<USA-NEV009
Stone>>,<<USA-MOS209>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS209
Stoddard>>,<<USA-MOS207>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS207
Pickaway>>,<<USA-OHI129>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI129
Rutland>>,<<USA-VRM021>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM021
Ross>>,<<USA-OHI141>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI141
Windham>>,<<USA-VRM025>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM025
Washington>>,<<USA-VRM023>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM023
Preble>>,<<USA-OHI135>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI135
Putnam>>,<<USA-OHI137>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI137
Windsor>>,<<USA-VRM027>>,<<Vermont>>,<<USA-VRM>>,<<United States>>,<<USA>>,<<USA-VRM027
Sullivan>>,<<USA-MOS211>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS211
Pike>>,<<USA-OHI131>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI131
Taney>>,<<USA-MOS213>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS213
Portage>>,<<USA-OHI133>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI133
Texas>>,<<USA-MOS215>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS215
Vernon>>,<<USA-MOS217>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS217
Warren>>,<<USA-MOS219>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS219
Richland>>,<<USA-OHI139>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI139
Scott>>,<<USA-VRG169>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG169
Russell>>,<<USA-VRG167>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG167
Rockingham>>,<<USA-VRG165>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG165
Rockbridge>>,<<USA-VRG163>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG163
Roanoke>>,<<USA-VRG161>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG161
Benton>>,<<USA-IOW011>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW011
Miami>>,<<USA-OHI109>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI109
Adair>>,<<USA-IOW001>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW001
Adams>>,<<USA-IOW003>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW003
Mercer>>,<<USA-OHI107>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI107
Allamakee>>,<<USA-IOW005>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW005
Appanoose>>,<<USA-IOW007>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW007
Audubon>>,<<USA-IOW009>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW009
Marion>>,<<USA-OHI101>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI101
Meigs>>,<<USA-OHI105>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI105
Medina>>,<<USA-OHI103>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI103
Spotsylvania>>,<<USA-VRG177>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG177
Stafford>>,<<USA-VRG179>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG179
Smyth>>,<<USA-VRG173>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG173
Southampton>>,<<USA-VRG175>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG175
Shenandoah>>,<<USA-VRG171>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG171
Buena Vista>>,<<USA-IOW021>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW021
Boone>>,<<USA-IOW015>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW015
Morrow>>,<<USA-OHI117>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI117
Black Hawk>>,<<USA-IOW013>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW013
Muskingum>>,<<USA-OHI119>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI119
Buchanan>>,<<USA-IOW019>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW019
Bremer>>,<<USA-IOW017>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW017
Monroe>>,<<USA-OHI111>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI111
Montgomery>>,<<USA-OHI113>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI113
Morgan>>,<<USA-OHI115>>,<<Ohio>>,<<USA-OHI>>,<<United States>>,<<USA>>,<<USA-OHI115
Warren>>,<<USA-VRG187>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG187
Tazewell>>,<<USA-VRG185>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG185
Cedar>>,<<USA-IOW031>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW031
Cerro Gordo>>,<<USA-IOW033>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW033
Sussex>>,<<USA-VRG183>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG183
Surry>>,<<USA-VRG181>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG181
Carroll>>,<<USA-IOW027>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW027
Cass>>,<<USA-IOW029>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW029
Butler>>,<<USA-IOW023>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW023
Calhoun>>,<<USA-IOW025>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW025
Wise>>,<<USA-VRG195>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG195
Wythe>>,<<USA-VRG197>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG197
York>>,<<USA-VRG199>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG199
Clayton>>,<<USA-IOW043>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW043
Clay>>,<<USA-IOW041>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW041
Washington>>,<<USA-VRG191>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG191
Westmoreland>>,<<USA-VRG193>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG193
Clarke>>,<<USA-IOW039>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW039
Chickasaw>>,<<USA-IOW037>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW037
Cherokee>>,<<USA-IOW035>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW035
Wells>>,<<USA-NDA103>>,<<North Dakota>>,<<USA-NDA>>,<<United States>>,<<USA>>,<<USA-NDA103
Ward>>,<<USA-NDA101>>,<<North Dakota>>,<<USA-NDA>>,<<United States>>,<<USA>>,<<USA-NDA101
Williams>>,<<USA-NDA105>>,<<North Dakota>>,<<USA-NDA>>,<<United States>>,<<USA>>,<<USA-NDA105
Lancaster>>,<<USA-PEN071>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN071
Lawrence>>,<<USA-PEN073>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN073
Polk>>,<<USA-TNN139>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN139
Pickett>>,<<USA-TNN137>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN137
Lebanon>>,<<USA-PEN075>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN075
Perry>>,<<USA-TNN135>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN135
Lehigh>>,<<USA-PEN077>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN077
Overton>>,<<USA-TNN133>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN133
Luzerne>>,<<USA-PEN079>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN079
Obion>>,<<USA-TNN131>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN131
Searcy>>,<<USA-ARK129>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK129
Brunswick>>,<<USA-NCR019>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR019
Bladen>>,<<USA-NCR017>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR017
Scott>>,<<USA-ARK127>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK127
Bertie>>,<<USA-NCR015>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR015
Saline>>,<<USA-ARK125>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK125
St. Francis>>,<<USA-ARK123>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK123
Beaufort>>,<<USA-NCR013>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR013
Randolph>>,<<USA-ARK121>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK121
Avery>>,<<USA-NCR011>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR011
Lycoming>>,<<USA-PEN081>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN081
Morgan>>,<<USA-TNN129>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN129
Montgomery>>,<<USA-TNN125>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN125
Mercer>>,<<USA-PEN085>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN085
McKean>>,<<USA-PEN083>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN083
Moore>>,<<USA-TNN127>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN127
Monroe>>,<<USA-PEN089>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN089
Meigs>>,<<USA-TNN121>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN121
Monroe>>,<<USA-TNN123>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN123
Mifflin>>,<<USA-PEN087>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN087
Ashe>>,<<USA-NCR009>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR009
Union>>,<<USA-ARK139>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK139
Alleghany>>,<<USA-NCR005>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR005
Anson>>,<<USA-NCR007>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR007
Alamance>>,<<USA-NCR001>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR001
Sharp>>,<<USA-ARK135>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK135
Alexander>>,<<USA-NCR003>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR003
Stone>>,<<USA-ARK137>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK137
Sebastian>>,<<USA-ARK131>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK131
Sevier>>,<<USA-ARK133>>,<<Arkansas>>,<<USA-ARK>>,<<United States>>,<<USA>>,<<USA-ARK133
Morgan>>,<<USA-COL087>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL087
Marshall>>,<<USA-TNN117>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN117
Fayette>>,<<USA-PEN051>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN051
Montrose>>,<<USA-COL085>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL085
Marion>>,<<USA-TNN115>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN115
Forest>>,<<USA-PEN053>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN053
Montezuma>>,<<USA-COL083>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL083
Moffat>>,<<USA-COL081>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL081
Maury>>,<<USA-TNN119>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN119
