PREFECTURE NAME>>,<<CHINESE NAME>>,<<PREFECTURE GMI
Roann>>,<<Roann>>,<<1816964998
Roanoke>>,<<Roanoke(Huntington)>>,<<1806965016
Rochester>>,<<Rochester(Fulton)>>,<<1804965214
Rockdale>>,<<Rockdale(Franklin)>>,<<1804765340
Rockfield>>,<<Rockfield(Carroll)>>,<<1801565358
Rockport>>,<<Rockport(Spencer)>>,<<1814765484
Rockville>>,<<Rockville(Parke)>>,<<1812165520
Rocky Ripple>>,<<Rocky Ripple>>,<<1809765556
Roll>>,<<Roll(Blackford)>>,<<1800965592
Rolling Prairie>>,<<Rolling Prairie>>,<<1809165736
Rome City>>,<<Rome City>>,<<1811365808
Ross>>,<<Ross(Lake)>>,<<1808966085
Rossville>>,<<Rossville(Clinton)>>,<<1802366150
Royal Center>>,<<Royal Center>>,<<1801766222
Rushville>>,<<Rushville(Rush)>>,<<1813966438
Russiaville>>,<<Russiaville>>,<<1806766546
Saint John>>,<<Saint John(Lake)>>,<<1808966852
Saint Joseph>>,<<Saint Joseph(Floyd)>>,<<1804366935
Saint Meinrad>>,<<Saint Meinrad>>,<<1814767176
Saint Peter>>,<<Saint Peter(Franklin)>>,<<1804767230
Salamonia>>,<<Salamonia>>,<<1807567302
Salem>>,<<Salem(Washington)>>,<<1817567464
San Pierre>>,<<San Pierre>>,<<1814968004
Sandborn>>,<<Sandborn>>,<<1808367698
Saratoga>>,<<Saratoga(Randolph)>>,<<1813568058
Sardinia>>,<<Sardinia(Decatur)>>,<<1803168076
Schererville>>,<<Schererville>>,<<1808968220
Scipio>>,<<Scipio(Jennings)>>,<<1807968328
Scipio>>,<<Scipio(Franklin)>>,<<1804768310
Scottsburg>>,<<Scottsburg(Scott)>>,<<1814368526
Sedalia>>,<<Sedalia(Clinton)>>,<<1802368598
Sellersburg>>,<<Sellersburg>>,<<1801968670
Selvin>>,<<Selvin>>,<<1817368724
Servia>>,<<Servia>>,<<1816968742
Seymour>>,<<Seymour(Jackson)>>,<<1807168832
Sharpsville>>,<<Sharpsville(Tipton)>>,<<1815969048
Sharptown>>,<<Sharptown(Franklin)>>,<<1804769066
Shelburn>>,<<Shelburn(Sullivan)>>,<<1815369192
Shelby>>,<<Shelby(Lake)>>,<<1808969246
Shelbyville>>,<<Shelbyville(Shelby)>>,<<1814569318
Sheridan>>,<<Sheridan(Hamilton)>>,<<1805769354
Shipshewana>>,<<Shipshewana>>,<<1808769480
Shirley>>,<<Shirley(Henry)>>,<<1806569516
Shoals>>,<<Shoals>>,<<1810169552
Smithville>>,<<Smithville(Monroe)>>,<<1810570308
Solitude>>,<<Solitude>>,<<1812970488
South Bend>>,<<South Bend(St. Joseph)>>,<<1814171000
South Whitley>>,<<South Whitley>>,<<1818371612
Sparksville>>,<<Sparksville>>,<<1807171702
Speedway>>,<<Speedway>>,<<1809771828
Spencer>>,<<Spencer(Owen)>>,<<1811971972
Spencerville>>,<<Spencerville(DeKalb)>>,<<1803371990
Spiceland>>,<<Spiceland>>,<<1806572008
Star City>>,<<Star City(Pulaski)>>,<<1813172638
Stilesville>>,<<Stilesville>>,<<1806373178
Stillwell>>,<<Stillwell(LaPorte)>>,<<1809173214
Stockwell>>,<<Stockwell>>,<<1815773340
Stroh>>,<<Stroh>>,<<1808773790
Sullivan>>,<<Sullivan(Sullivan)>>,<<1815374006
Sulphur Springs>>,<<Sulphur Springs(Henry)>>,<<1806574060
Sunman>>,<<Sunman>>,<<1813774168
Swayzee>>,<<Swayzee>>,<<1805374510
Tell City>>,<<Tell City>>,<<1812375248
Tennyson>>,<<Tennyson(Warrick)>>,<<1817375302
Terre Haute>>,<<Terre Haute>>,<<1816775428
Thorntown>>,<<Thorntown>>,<<1801175626
Tipton>>,<<Tipton(Tipton)>>,<<1815975986
Tocsin>>,<<Tocsin>>,<<1817976076
Topeka>>,<<Topeka(LaGrange)>>,<<1808776184
Trafalgar>>,<<Trafalgar>>,<<1808176310
Trevlac>>,<<Trevlac>>,<<1801376472
Troy>>,<<Troy(Perry)>>,<<1812376634
Turkey Creek Meadows>>,<<Turkey Creek Meadows>>,<<1808976778
Tyner>>,<<Tyner(Marshall)>>,<<1809977030
Underwood>>,<<Underwood(Clark)>>,<<1801977084
Uniondale>>,<<Uniondale(Wells)>>,<<1817977786
Urbana>>,<<Urbana(Wabash)>>,<<1816978056
Valeene>>,<<Valeene>>,<<1811778146
Valparaiso>>,<<Valparaiso(Porter)>>,<<1812778326
Van Buren>>,<<Van Buren(Grant)>>,<<1805378470
Vernon>>,<<Vernon(Jennings)>>,<<1807978902
Versailles>>,<<Versailles(Ripley)>>,<<1813778974
Vevay>>,<<Vevay>>,<<1815579010
Vincennes>>,<<Vincennes>>,<<1808379208
Wabash>>,<<Wabash(Wabash)>>,<<1816979370
Wadesville>>,<<Wadesville>>,<<1812979442
Wakarusa>>,<<Wakarusa(Elkhart)>>,<<1803979478
Waldron>>,<<Waldron(Shelby)>>,<<1814579568
Walkerton>>,<<Walkerton(St. Joseph)>>,<<1814179694
Walton>>,<<Walton(Cass)>>,<<1801779964
Wanatah>>,<<Wanatah>>,<<1809180018
Warren>>,<<Warren(Huntington)>>,<<1806980108
Warsaw>>,<<Warsaw(Kosciusko)>>,<<1808580306
Washington>>,<<Washington(Daviess)>>,<<1802780504
Waterford>>,<<Waterford(LaPorte)>>,<<1809181242
Waveland>>,<<Waveland(Montgomery)>>,<<1810781458
Waynetown>>,<<Waynetown>>,<<1810782052
Webster>>,<<Webster(Wayne)>>,<<1817782142
Wellsboro>>,<<Wellsboro(LaPorte)>>,<<1809182250
West Harrison>>,<<West Harrison>>,<<1802982790
West Lafayette>>,<<West Lafayette>>,<<1815782862
Westfield>>,<<Westfield(Hamilton)>>,<<1805782700
Westpoint>>,<<Westpoint(Tippecanoe)>>,<<1815783240
Westport>>,<<Westport(Decatur)>>,<<1803183276
Wheatland>>,<<Wheatland(Knox)>>,<<1808383564
Wheeler>>,<<Wheeler(Porter)>>,<<1812783600
Whitehall>>,<<Whitehall(Owen)>>,<<1811983798
Whiteland>>,<<Whiteland(Johnson)>>,<<1808183816
Whitestown>>,<<Whitestown>>,<<1801184014
Whiting>>,<<Whiting(Lake)>>,<<1808984122
Williams>>,<<Williams(Lawrence)>>,<<1809384338
Williamsport>>,<<Williamsport(Warren)>>,<<1817184410
Winamac>>,<<Winamac>>,<<1813184734
Winchester>>,<<Winchester(Randolph)>>,<<1813584752
Windfall>>,<<Windfall>>,<<1815984788
Winslow>>,<<Winslow(Pike)>>,<<1812584968
Wolcott>>,<<Wolcott(White)>>,<<1818185058
Wolcottville>>,<<Wolcottville>>,<<1811385076
Wolflake>>,<<Wolflake>>,<<1811385130
Woodburn>>,<<Woodburn(Allen)>>,<<1800385184
Worthington>>,<<Worthington(Greene)>>,<<1805585598
Yankeetown>>,<<Yankeetown>>,<<1817385760
Yeddo>>,<<Yeddo>>,<<1804585796
Yeoman>>,<<Yeoman>>,<<1801585886
Yoder>>,<<Yoder(Allen)>>,<<1800385922
Young America>>,<<Young America>>,<<1801786156
Zionsville>>,<<Zionsville>>,<<1801186372
East Chicago>>,<<East Chicago>>,<<1808919486
Dugger>>,<<Dugger>>,<<1815318892
Dunkirk>>,<<Dunkirk(Jay)>>,<<1807519054
Enosville>>,<<Enosville>>,<<1812521304
Matthews>>,<<Matthews(Grant)>>,<<1805347592
Adrian>>,<<Adrian(Lenawee)>>,<<2609100440
Akron>>,<<Akron(Tuscola)>>,<<2615700700
Alabaster>>,<<Alabaster(Iosco)>>,<<2606900740
Alanson>>,<<Alanson>>,<<2604700860
Alba>>,<<Alba(Antrim)>>,<<2600900900
Albion>>,<<Albion(Calhoun)>>,<<2602500980
Algonac>>,<<Algonac>>,<<2614701180
Allegan>>,<<Allegan>>,<<2600501260
Allen>>,<<Allen(Hillsdale)>>,<<2605901300
Allen Park>>,<<Allen Park>>,<<2616301380
Allendale>>,<<Allendale(Ottawa)>>,<<2613901340
Alma>>,<<Alma(Gratiot)>>,<<2605701540
Almont>>,<<Almont(Lapeer)>>,<<2608701660
Alpena>>,<<Alpena(Alpena)>>,<<2600701740
Alpha>>,<<Alpha(Iron)>>,<<2607101800
Alto>>,<<Alto(Kent)>>,<<2608101880
Amasa>>,<<Amasa>>,<<2607101960
Ann Arbor>>,<<Ann Arbor>>,<<2616103000
Applegate>>,<<Applegate(Sanilac)>>,<<2615103200
Arcadia>>,<<Arcadia(Manistee)>>,<<2610103300
Armada>>,<<Armada>>,<<2609903520
Ashley>>,<<Ashley(Gratiot)>>,<<2605703740
Athens>>,<<Athens(Calhoun)>>,<<2602503880
Atlanta>>,<<Atlanta(Montmorency)>>,<<2611903920
Au Gres>>,<<Au Gres>>,<<2601104120
Au Train>>,<<Au Train>>,<<2600304440
Auburn>>,<<Auburn(Bay)>>,<<2601704080
Aura>>,<<Aura>>,<<2601304200
Avoca>>,<<Avoca(St. Clair)>>,<<2614704600
Bach>>,<<Bach>>,<<2606304700
Bad Axe>>,<<Bad Axe>>,<<2606304740
Baie de Wasai>>,<<Baie de Wasai>>,<<2603304800
Baldwin>>,<<Baldwin(Lake)>>,<<2608504940
Bancroft>>,<<Bancroft(Shiawassee)>>,<<2615505080
Bangor>>,<<Bangor(Van Buren)>>,<<2615905140
Baraga>>,<<Baraga>>,<<2601305320
Bark River>>,<<Bark River>>,<<2604105400
Barryton>>,<<Barryton>>,<<2610705580
Bath>>,<<Bath(Clinton)>>,<<2603705880
Battle Creek>>,<<Battle Creek(Calhoun)>>,<<2602505920
Bay City>>,<<Bay City(Bay)>>,<<2601706020
Bay Port>>,<<Bay Port>>,<<2606306120
Bayshore>>,<<Bayshore(Charlevoix)>>,<<2602906160
Bear Lake>>,<<Bear Lake>>,<<2610106460
Beaverton>>,<<Beaverton(Gladwin)>>,<<2605106660
Beecher>>,<<Beecher(Genesee)>>,<<2604906820
Belding>>,<<Belding(Ionia)>>,<<2606706900
Bellaire>>,<<Bellaire(Antrim)>>,<<2600906980
Belleville>>,<<Belleville(Wayne)>>,<<2616307020
Bellevue>>,<<Bellevue(Eaton)>>,<<2604507060
Bentley>>,<<Bentley(Bay)>>,<<2601707340
Benton Harbor>>,<<Benton Harbor>>,<<2602107520
Bergland>>,<<Bergland>>,<<2613107620
Berkley>>,<<Berkley>>,<<2612507660
Berrien Springs>>,<<Berrien Springs>>,<<2602107860
Bertrand>>,<<Bertrand(Berrien)>>,<<2602107900
Berville>>,<<Berville>>,<<2614707940
Bessemer>>,<<Bessemer(Gogebic)>>,<<2605307960
Bete Grise>>,<<Bete Grise>>,<<2608308000
Beulah>>,<<Beulah(Benzie)>>,<<2601908100
Beverly Hills>>,<<Beverly Hills(Oakland)>>,<<2612508160
Big Bay>>,<<Big Bay>>,<<2610308180
Big Rapids>>,<<Big Rapids>>,<<2610708300
Birch Run>>,<<Birch Run>>,<<2614508540
Birmingham>>,<<Birmingham(Oakland)>>,<<2612508640
Bitely>>,<<Bitely>>,<<2612308720
Black River>>,<<Black River(Alcona)>>,<<2600108800
Blissfield>>,<<Blissfield(Lenawee)>>,<<2609109000
Bloomfield Hills>>,<<Bloomfield Hills>>,<<2612509180
Boon>>,<<Boon>>,<<2616509560
Boyne City>>,<<Boyne City>>,<<2602909820
Boyne Falls>>,<<Boyne Falls>>,<<2602909840
Breckenridge>>,<<Breckenridge(Gratiot)>>,<<2605710160
Brevort>>,<<Brevort>>,<<2609710340
Bridgeman>>,<<Bridgeman>>,<<2602110430
Bridgeport>>,<<Bridgeport(Saginaw)>>,<<2614510440
Bridgewater>>,<<Bridgewater(Washtenaw)>>,<<2616110540
Brighton>>,<<Brighton(Livingston)>>,<<2609310620
Brimley>>,<<Brimley>>,<<2603310680
Bronson>>,<<Bronson(Branch)>>,<<2602310860
Brooklyn>>,<<Brooklyn(Jackson)>>,<<2607511000
Brown City>>,<<Brown City>>,<<2615111180
Bruce Crossing>>,<<Bruce Crossing>>,<<2613111320
Buchanan>>,<<Buchanan(Berrien)>>,<<2602111400
Buckley>>,<<Buckley(Wexford)>>,<<2616511480
Burr Oak>>,<<Burr Oak(St. Joseph)>>,<<2614911920
Burton>>,<<Burton(Genesee)>>,<<2604912060
Byron>>,<<Byron(Shiawassee)>>,<<2615512260
Cadillac>>,<<Cadillac>>,<<2616512320
Cady>>,<<Cady>>,<<2609912360
Caledonia>>,<<Caledonia(Kent)>>,<<2608112480
Calumet>>,<<Calumet(Houghton)>>,<<2606112580
Capac>>,<<Capac>>,<<2614713140
Carleton>>,<<Carleton(Monroe)>>,<<2611513220
Carney>>,<<Carney(Menominee)>>,<<2610913400
Caro>>,<<Caro>>,<<2615713420
Carson City>>,<<Carson City(Montcalm)>>,<<2611713600
Caseville>>,<<Caseville>>,<<2606313760
Casnovia>>,<<Casnovia>>,<<2612113820
Caspian>>,<<Caspian>>,<<2607113860
Cass City>>,<<Cass City>>,<<2615713880
Cassopolis>>,<<Cassopolis>>,<<2602713900
Cedar River>>,<<Cedar River>>,<<2610914180
Cedar Springs>>,<<Cedar Springs(Kent)>>,<<2608114200
Cement City>>,<<Cement City>>,<<2609114260
Center Line>>,<<Center Line>>,<<2609914320
Central>>,<<Central(Keweenaw)>>,<<2608314380
Central Lake>>,<<Central Lake>>,<<2600914400
Centreville>>,<<Centreville(St. Joseph)>>,<<2614914460
Champion>>,<<Champion(Marquette)>>,<<2610314520
Charlevoix>>,<<Charlevoix>>,<<2602914780
Charlotte>>,<<Charlotte(Eaton)>>,<<2604514820
Chase>>,<<Chase(Lake)>>,<<2608514860
Chatham>>,<<Chatham(Alger)>>,<<2600314940
Cheboygan>>,<<Cheboygan>>,<<2603115000
Chelsea>>,<<Chelsea(Washtenaw)>>,<<2616115020
Cherry Hill>>,<<Cherry Hill(Wayne)>>,<<2616315080
Chesaning>>,<<Chesaning>>,<<2614515140
Chilson>>,<<Chilson>>,<<2609315520
Clare>>,<<Clare(Clare)>>,<<2603515920
Clarenceville>>,<<Clarenceville>>,<<2612515980
Clarklake>>,<<Clarklake>>,<<2607516080
Clarksville>>,<<Clarksville(Ionia)>>,<<2606716140
Clawson>>,<<Clawson(Oakland)>>,<<2612516160
Clayton>>,<<Clayton(Lenawee)>>,<<2609116280
Clifford>>,<<Clifford(Lapeer)>>,<<2608716420
Climax>>,<<Climax(Kalamazoo)>>,<<2607716440
Clinton>>,<<Clinton(Lenawee)>>,<<2609116480
Clio>>,<<Clio(Genesee)>>,<<2604916620
Cohoctah>>,<<Cohoctah>>,<<2609316900
Coldwater>>,<<Coldwater(Branch)>>,<<2602317020
Coleman>>,<<Coleman(Midland)>>,<<2611117100
Coloma>>,<<Coloma(Berrien)>>,<<2602117320
Colon>>,<<Colon(St. Joseph)>>,<<2614917360
Columbiaville>>,<<Columbiaville>>,<<2608717460
Commerce>>,<<Commerce(Oakland)>>,<<2612517620
Comstock Park>>,<<Comstock Park>>,<<2608117700
Concord>>,<<Concord(Jackson)>>,<<2607517740
Connorville>>,<<Connorville>>,<<2605317820
Constantine>>,<<Constantine>>,<<2614917840
Coopersville>>,<<Coopersville>>,<<2613918020
Copemish>>,<<Copemish>>,<<2610118040
Copper Harbor>>,<<Copper Harbor>>,<<2608318100
Corunna>>,<<Corunna>>,<<2615518300
Covert>>,<<Covert(Van Buren)>>,<<2615918540
Covington>>,<<Covington(Baraga)>>,<<2601318580
Croswell>>,<<Croswell>>,<<2615118920
Crystal Falls>>,<<Crystal Falls(Iron)>>,<<2607119140
Cutlerville>>,<<Cutlerville>>,<<2608119500
Dafter>>,<<Dafter>>,<<2603319520
Daggett>>,<<Daggett(Menominee)>>,<<2610919560
Dansville>>,<<Dansville(Ingham)>>,<<2606519780
Davison>>,<<Davison>>,<<2604919880
De Tour Village>>,<<De Tour Village>>,<<2603321780
Dearborn>>,<<Dearborn(Wayne)>>,<<2616321000
Dearborn Heights>>,<<Dearborn Heights>>,<<2616321020
Decatur>>,<<Decatur(Van Buren)>>,<<2615921040
Deckerville>>,<<Deckerville(Sanilac)>>,<<2615121100
Deerton>>,<<Deerton>>,<<2600321320
Denton>>,<<Denton(Wayne)>>,<<2616321660
Detroit>>,<<Detroit(Wayne)>>,<<2616322000
Detroit Beach>>,<<Detroit Beach>>,<<2611522040
DeWitt         (East DeWitt)>>,<<DeWitt         (East DeWitt)>>,<<2603723930
Dexter>>,<<Dexter(Washtenaw)>>,<<2616122160
Dixboro>>,<<Dixboro>>,<<2616122460
Dollar Bay>>,<<Dollar Bay>>,<<2606122520
Dundee>>,<<Dundee(Monroe)>>,<<2611523380
Eagle River>>,<<Eagle River(Keweenaw)>>,<<2608323740
East Grand Rapids>>,<<East Grand Rapids>>,<<2608123980
East Jordan>>,<<East Jordan>>,<<2602924020
East Lake>>,<<East Lake(Manistee)>>,<<2610124080
East Lansing>>,<<East Lansing>>,<<2606524120
East Rockwood>>,<<East Rockwood>>,<<2616324320
East Tawas>>,<<East Tawas>>,<<2606924420
Eastlawn   (Ypsilanti East)>>,<<Eastlawn   (Ypsilanti East)>>,<<2616189180
Eastport>>,<<Eastport(Antrim)>>,<<2600924300
Eaton Rapids>>,<<Eaton Rapids>>,<<2604524540
Eau Claire>>,<<Eau Claire(Berrien)>>,<<2602124580
Eckerman>>,<<Eckerman>>,<<2603324660
Ecorse>>,<<Ecorse>>,<<2616324740
Edgewater Heights>>,<<Edgewater Heights>>,<<2616324940
Edmore>>,<<Edmore(Montcalm)>>,<<2611725000
Edwardsburg>>,<<Edwardsburg>>,<<2602725040
Elberta>>,<<Elberta(Benzie)>>,<<2601925180
Elk Rapids>>,<<Elk Rapids>>,<<2600925320
Elkton>>,<<Elkton(Huron)>>,<<2606325360
Ellsworth>>,<<Ellsworth(Antrim)>>,<<2600925420
Elmira>>,<<Elmira(Otsego)>>,<<2613725600
Elsie>>,<<Elsie(Clinton)>>,<<2603725780
Elwell>>,<<Elwell>>,<<2605725800
Emmett>>,<<Emmett(St. Clair)>>,<<2614725940
Empire>>,<<Empire(Leelanau)>>,<<2608925980
Engadine>>,<<Engadine>>,<<2609726040
Escanaba>>,<<Escanaba>>,<<2604126360
Essexville>>,<<Essexville>>,<<2601726420
Evart>>,<<Evart>>,<<2613326640
Ewen>>,<<Ewen>>,<<2613126820
Fair Plain>>,<<Fair Plain>>,<<2602127160
Fairgrove>>,<<Fairgrove>>,<<2615727080
Fairport>>,<<Fairport(Delta)>>,<<2604127220
Fairview>>,<<Fairview(Oscoda)>>,<<2613527240
Falmouth>>,<<Falmouth(Missaukee)>>,<<2611327320
Farmington>>,<<Farmington(Oakland)>>,<<2612527380
Farmington Hills>>,<<Farmington Hills>>,<<2612527440
Farwell>>,<<Farwell(Clare)>>,<<2603527500
Felch>>,<<Felch>>,<<2604327640
Fennville>>,<<Fennville>>,<<2600527740
Fenton>>,<<Fenton(Genesee)>>,<<2604927760
Ferndale>>,<<Ferndale(Oakland)>>,<<2612527880
Ferrysburg>>,<<Ferrysburg>>,<<2613927960
Flat Rock>>,<<Flat Rock(Wayne)>>,<<2616328360
Flint>>,<<Flint(Genesee)>>,<<2604929000
Flushing>>,<<Flushing(Genesee)>>,<<2604929200
Forestville>>,<<Forestville(Sanilac)>>,<<2615129660
Foster City>>,<<Foster City(Dickinson)>>,<<2604329880
Fountain>>,<<Fountain(Mason)>>,<<2610529940
Fowler>>,<<Fowler(Clinton)>>,<<2603730040
Fowlerville>>,<<Fowlerville>>,<<2609330060
Frankenmuth>>,<<Frankenmuth>>,<<2614530200
Frankfort>>,<<Frankfort(Benzie)>>,<<2601930260
Franklin>>,<<Franklin(Oakland)>>,<<2612530340
Fraser>>,<<Fraser(Macomb)>>,<<2609930420
Freda>>,<<Freda(Houghton)>>,<<2606130440
Frederic>>,<<Frederic(Crawford)>>,<<2603930460
Freeland>>,<<Freeland(Saginaw)>>,<<2614530540
Freeport>>,<<Freeport(Barry)>>,<<2601530580
Freesoil>>,<<Freesoil>>,<<2610530640
Fremont>>,<<Fremont(Newaygo)>>,<<2612330700
Frontier>>,<<Frontier(Hillsdale)>>,<<2605930880
Fruitport>>,<<Fruitport>>,<<2612131000
Galesburg>>,<<Galesburg(Kalamazoo)>>,<<2607731260
Garden>>,<<Garden>>,<<2604131380
Garden City>>,<<Garden City(Wayne)>>,<<2616331420
Gardendale>>,<<Gardendale(St. Clair)>>,<<2614731480
Gay>>,<<Gay(Keweenaw)>>,<<2608331700
Gaylord>>,<<Gaylord(Otsego)>>,<<2613731720
Genesee>>,<<Genesee(Genesee)>>,<<2604931780
Germfask>>,<<Germfask>>,<<2615331920
Gibraltar>>,<<Gibraltar>>,<<2616332020
Gladstone>>,<<Gladstone(Delta)>>,<<2604132300
Gladwin>>,<<Gladwin>>,<<2605132320
Glen Arbor>>,<<Glen Arbor>>,<<2608932360
Glenn>>,<<Glenn(Allegan)>>,<<2600532520
Glennie>>,<<Glennie>>,<<2600132540
Gobles>>,<<Gobles>>,<<2615932640
Good Hart>>,<<Good Hart>>,<<2604732900
Gould City>>,<<Gould City>>,<<2609733140
Grand Blanc>>,<<Grand Blanc>>,<<2604933280
Grand Haven>>,<<Grand Haven>>,<<2613933340
Grand Junction>>,<<Grand Junction(Van Buren)>>,<<2615933400
Grand Ledge>>,<<Grand Ledge>>,<<2604533420
Grand Marais>>,<<Grand Marais(Alger)>>,<<2600333440
Grand Rapids>>,<<Grand Rapids(Kent)>>,<<2608134000
Grandville>>,<<Grandville>>,<<2608134160
Grant>>,<<Grant(Newaygo)>>,<<2612334360
Grass Lake>>,<<Grass Lake>>,<<2607534480
Grayling>>,<<Grayling(Crawford)>>,<<2603934640
Greenland>>,<<Greenland(Ontonagon)>>,<<2613134980
Greenville>>,<<Greenville(Montcalm)>>,<<2611735100
Gregory>>,<<Gregory(Livingston)>>,<<2609335280
Grind Stone City>>,<<Grind Stone City>>,<<2606335360
Grosse Pointe>>,<<Grosse Pointe>>,<<2616335480
Grosse Pointe Farms>>,<<Grosse Pointe Farms>>,<<2616335520
Grosse Pointe Park>>,<<Grosse Pointe Park>>,<<2616335540
Grosse Pointe Shores>>,<<Grosse Pointe Shores>>,<<2616335560
Grosse Pointe Woods>>,<<Grosse Pointe Woods>>,<<2616335580
Gwinn>>,<<Gwinn>>,<<2610335760
Hale>>,<<Hale(Iosco)>>,<<2606936000
Hamilton>>,<<Hamilton(Allegan)>>,<<2600536120
Hamtramck>>,<<Hamtramck>>,<<2616336280
Hancock>>,<<Hancock(Houghton)>>,<<2606136300
Hanover>>,<<Hanover(Jackson)>>,<<2607536380
Harbor Beach>>,<<Harbor Beach>>,<<2606336460
Harbor Springs>>,<<Harbor Springs>>,<<2604736560
Harper Woods>>,<<Harper Woods>>,<<2616336700
Harrison>>,<<Harrison(Clare)>>,<<2603536800
Harrisville>>,<<Harrisville(Alcona)>>,<<2600136860
Hart>>,<<Hart(Oceana)>>,<<2612736920
Hartford>>,<<Hartford(Van Buren)>>,<<2615936960
Harvey>>,<<Harvey(Marquette)>>,<<2610337080
Hastings>>,<<Hastings(Barry)>>,<<2601537120
Hawks>>,<<Hawks>>,<<2614137280
Hazel Park>>,<<Hazel Park>>,<<2612537420
Hemlock>>,<<Hemlock(Saginaw)>>,<<2614537600
Herman>>,<<Herman(Baraga)>>,<<2601337740
Hermansville>>,<<Hermansville>>,<<2610937760
Hersey>>,<<Hersey>>,<<2613337820
Hesperia>>,<<Hesperia(Oceana)>>,<<2612737860
Hessel>>,<<Hessel>>,<<2609737880
Highland Park>>,<<Highland Park(Wayne)>>,<<2616338180
Hillman>>,<<Hillman(Montmorency)>>,<<2611938380
Hillsdale>>,<<Hillsdale(Hillsdale)>>,<<2605938460
Holland>>,<<Holland(Ottawa)>>,<<2613938640
Holly>>,<<Holly(Oakland)>>,<<2612538700
Holt>>,<<Holt(Ingham)>>,<<2606538780
Holton>>,<<Holton(Muskegon)>>,<<2612138800
Homer>>,<<Homer(Calhoun)>>,<<2602538920
Honor>>,<<Honor>>,<<2601939080
Hooper>>,<<Hooper(Allegan)>>,<<2600539100
Hope>>,<<Hope(Midland)>>,<<2611139140
Hopkins>>,<<Hopkins(Allegan)>>,<<2600539180
Houghton>>,<<Houghton(Houghton)>>,<<2606139360
Houghton Lake>>,<<Houghton Lake>>,<<2614339400
Howard City>>,<<Howard City(Montcalm)>>,<<2611739500
Howell>>,<<Howell(Livingston)>>,<<2609339540
Hubbard Lake>>,<<Hubbard Lake>>,<<2600739640
Hubbell>>,<<Hubbell(Houghton)>>,<<2606139680
Hudson>>,<<Hudson(Lenawee)>>,<<2609139720
Hudsonville>>,<<Hudsonville(Ottawa)>>,<<2613939800
Hulbert>>,<<Hulbert(Chippewa)>>,<<2603339840
Huntington Woods>>,<<Huntington Woods>>,<<2612540000
Ida>>,<<Ida(Monroe)>>,<<2611540240
Idlewild>>,<<Idlewild(Lake)>>,<<2608540280
Imlay City>>,<<Imlay City>>,<<2608740320
Indian River>>,<<Indian River>>,<<2603140480
Ingalls>>,<<Ingalls(Menominee)>>,<<2610940560
Inkster>>,<<Inkster(Wayne)>>,<<2616340680
Ionia>>,<<Ionia(Ionia)>>,<<2606740860
Iron Mountain>>,<<Iron Mountain(Dickinson)>>,<<2604340960
Iron River>>,<<Iron River(Iron)>>,<<2607140980
Ironwood>>,<<Ironwood>>,<<2605341060
Ishpeming>>,<<Ishpeming>>,<<2610341220
Ithaca>>,<<Ithaca(Gratiot)>>,<<2605741340
Jackson>>,<<Jackson(Jackson)>>,<<2607541420
Jamestown>>,<<Jamestown(Ottawa)>>,<<2613941500
Jasper>>,<<Jasper(Lenawee)>>,<<2609141540
Jenison>>,<<Jenison>>,<<2613941680
Jonesville>>,<<Jonesville(Branch)>>,<<2602341920
Kalamazoo>>,<<Kalamazoo>>,<<2607742160
Kaleva>>,<<Kaleva>>,<<2610142240
Kalkaska>>,<<Kalkaska>>,<<2607942260
Kawkawlin>>,<<Kawkawlin>>,<<2601742340
Keego Harbor>>,<<Keego Harbor>>,<<2612542460
Kent City>>,<<Kent City>>,<<2608142780
Kenton>>,<<Kenton(Houghton)>>,<<2606142800
Kentwood>>,<<Kentwood(Kent)>>,<<2608142820
Keweenaw Bay>>,<<Keweenaw Bay>>,<<2601343000
Kinde>>,<<Kinde>>,<<2606343220
Kingsford>>,<<Kingsford>>,<<2604343300
Kingsley>>,<<Kingsley(Grand Traverse)>>,<<2605543340
Kingston>>,<<Kingston(Tuscola)>>,<<2615743380
Kinross>>,<<Kinross>>,<<2603343460
Kipling>>,<<Kipling>>,<<2604143500
L'Anse>>,<<L'Anse>>,<<2601345540
Lachine>>,<<Lachine>>,<<2600744000
Laingsburg>>,<<Laingsburg>>,<<2615544200
Lake Ann>>,<<Lake Ann>>,<<2601944460
Lake City>>,<<Lake City(Missaukee)>>,<<2611344480
Lake George>>,<<Lake George(Clare)>>,<<2603544580
Lake Linden>>,<<Lake Linden>>,<<2606144780
Lake Odessa>>,<<Lake Odessa>>,<<2606744880
Lakeport>>,<<Lakeport(St. Clair)>>,<<2614745000
Lakeview>>,<<Lakeview(Montcalm)>>,<<2611745240
Lansing>>,<<Lansing(Ingham)>>,<<2606546000
Lapeer>>,<<Lapeer>>,<<2608746040
Lathrup Village>>,<<Lathrup Village>>,<<2612546320
Laurium>>,<<Laurium>>,<<2606146360
Lawrence>>,<<Lawrence(Van Buren)>>,<<2615946440
Lawton>>,<<Lawton(Kalamazoo)>>,<<2607746500
Le Roy>>,<<Le Roy(Osceola)>>,<<2613347100
Leland>>,<<Leland(Leelanau)>>,<<2608946800
Leslie>>,<<Leslie(Ingham)>>,<<2606547180
Levering>>,<<Levering>>,<<2604747240
Lewiston>>,<<Lewiston(Montmorency)>>,<<2611947260
Lexington>>,<<Lexington(Sanilac)>>,<<2615147280
