PREFECTURE NAME>>,<<PREFECTURE GMI>>,<<CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<PREFECTURE GMI
Waimea>>,<<1500778800>>,<<Kauai County>>,<<USA-HAW007>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500778800
Waipahu>>,<<1500379700>>,<<Honolulu County>>,<<USA-HAW003>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500379700
Waipio Acres>>,<<1500380000>>,<<Honolulu County>>,<<USA-HAW003>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500380000
Weloka>>,<<1500180450>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500180450
Whitmore Village>>,<<1500380900>>,<<Honolulu County>>,<<USA-HAW003>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500380900
Keaau>>,<<1500132900>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500132900
Puako>>,<<1500165150>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500165150
Keauhou>>,<<1500134550>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500134550
Punaluu>>,<<1500166350>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500166350
Hilo>>,<<1500114650>>,<<Hawaii County>>,<<USA-HAW001>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500114650
Honouliuli>>,<<1500317600>>,<<Honolulu County>>,<<USA-HAW003>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500317600
Wailuku>>,<<1500977450>>,<<Maui County>>,<<USA-HAW009>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500977450
Honolulu>>,<<1500317000>>,<<Honolulu County>>,<<USA-HAW003>>,<<Hawaii>>,<<USA-HAW>>,<<United States>>,<<USA>>,<<1500317000
Akhiok>>,<<0215000650>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215000650
Akutan>>,<<0201301090>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201301090
Atka>>,<<0201604210>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201604210
Attu>>,<<0201604540>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201604540
Belkofski>>,<<0201305970>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201305970
Biorka>>,<<0201600000>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201600000
Chernofski>>,<<0201613120>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201613120
Chignik>>,<<0216413550>>,<<Lake and Peninsula Borough>>,<<USA-ALK164>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0216413550
Cold Bay>>,<<0201316530>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201316530
Herendeen Bay>>,<<0201332390>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201332390
Ikatan>>,<<0201335010>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201335010
Karluk>>,<<0215037540>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215037540
King Cove>>,<<0201339410>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201339410
Larsen Bay>>,<<0215043040>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215043040
McCord>>,<<0215000000>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215000000
Morzhovoi>>,<<0201350520>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201350520
Nikolski>>,<<0201654260>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201654260
Old Harbor>>,<<0215057340>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215057340
Ouzinkie>>,<<0215058550>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215058550
Perryville>>,<<0216460200>>,<<Lake and Peninsula Borough>>,<<USA-ALK164>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0216460200
Port Wakefield>>,<<0215063900>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215063900
Port Heiden>>,<<0216463390>>,<<Lake and Peninsula Borough>>,<<USA-ALK164>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0216463390
Port Lions>>,<<0215063610>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215063610
Port Moller>>,<<0201363720>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201363720
Port O`Brien>>,<<0215063860>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215063860
Saint George>>,<<0201665900>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201665900
Saint Paul>>,<<0201666480>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201666480
Sanak>>,<<0201366760>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201366760
Ugashik>>,<<0216480110>>,<<Lake and Peninsula Borough>>,<<USA-ALK164>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0216480110
Unalaska>>,<<0201680770>>,<<Aleutians West Census Area>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201680770
Unga>>,<<0201380880>>,<<Aleutians East Borough>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0201380880
Uyak>>,<<0215081980>>,<<Kodiak Island Borough>>,<<USA-ALK150>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0215081980
Angoon>>,<<0223203440>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223203440
Annette>>,<<0220103660>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220103660
Auke Bay>>,<<0211004760>>,<<Juneau Borough>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0211004760
Baranof>>,<<0222005090>>,<<Sitka Borough>>,<<USA-ALK220>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0222005090
Bell Island Hot Springs>>,<<0220106190>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220106190
Cape Pole>>,<<0220110700>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220110700
Chatham>>,<<0222012470>>,<<Sitka Borough>>,<<USA-ALK220>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0222012470
Craig>>,<<0220117740>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220117740
Douglas>>,<<0211019830>>,<<Juneau Borough>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0211019830
Edna Bay>>,<<0220120970>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220120970
Elfin Cove>>,<<0223222140>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223222140
Funter>>,<<0223227200>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223227200
Gustavus>>,<<0223230940>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223230940
Hawk Inlet>>,<<0223231930>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223231930
Hoonah>>,<<0223233360>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223233360
Hydaburg>>,<<0220134460>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220134460
Kake>>,<<0228036770>>,<<Wrangell-Petersburg Census Area>>,<<USA-ALK280>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0228036770
Kasaan>>,<<0220137650>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220137650
Klawock>>,<<0220140400>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220140400
Klukwan>>,<<0210040510>>,<<Haines Borough>>,<<USA-ALK100>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0210040510
Loring>>,<<0213045020>>,<<Ketchikan Gateway Borough>>,<<USA-ALK130>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0213045020
Metlakatla>>,<<0220148870>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220148870
Meyers Chuck>>,<<0220148980>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220148980
Pelican>>,<<0223259650>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223259650
Petersburg>>,<<0228060310>>,<<Wrangell-Petersburg Census Area>>,<<USA-ALK280>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0228060310
Point Baker>>,<<0220161190>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220161190
Port Alexander>>,<<0222062510>>,<<Sitka Borough>>,<<USA-ALK220>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0222062510
Port Armstrong>>,<<0222000000>>,<<Sitka Borough>>,<<USA-ALK220>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0222000000
Port Chilkoot>>,<<0210063060>>,<<Haines Borough>>,<<USA-ALK100>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0210063060
Salt Chuck>>,<<0220166700>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220166700
Skagway>>,<<0223270760>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223270760
Sunnyside>>,<<0223273840>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223273840
Taku Lodge>>,<<0211074720>>,<<Juneau Borough>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0211074720
Tee Harbor>>,<<0211075600>>,<<Juneau Borough>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0211075600
Tenakee Springs>>,<<0223276260>>,<<Skagway-Hoonah-Angoon Census Area>>,<<USA-ALK232>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0223276260
Thane>>,<<0211076700>>,<<Juneau Borough>>,<<USA-ALK110>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0211076700
Todd>>,<<0222077550>>,<<Sitka Borough>>,<<USA-ALK220>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0222077550
Tokeen>>,<<0220177910>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220177910
Ward Cove>>,<<0213082970>>,<<Ketchikan Gateway Borough>>,<<USA-ALK130>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0213082970
Waterfall>>,<<0220183190>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220183190
West Petersburg>>,<<0228083630>>,<<Wrangell-Petersburg Census Area>>,<<USA-ALK280>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0228083630
Wrangell>>,<<0228086380>>,<<Wrangell-Petersburg Census Area>>,<<USA-ALK280>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0228086380
Yakutat>>,<<0228286490>>,<<Yakutat Borough>>,<<USA-ALK282>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0228286490
Hyder>>,<<0220134570>>,<<Prince of Wales-Outer Ketchikan Census Area>>,<<USA-ALK201>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0220134570
Akiachak>>,<<0205000760>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205000760
Akiak>>,<<0205000870>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205000870
Alakanuk>>,<<0227001200>>,<<Wade Hampton Census Area>>,<<USA-ALK270>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0227001200
Aleknagik>>,<<0207001420>>,<<Dillingham Census Area>>,<<USA-ALK070>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0207001420
Alexander>>,<<0217001640>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217001640
Allakaket>>,<<0229001860>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229001860
Ambler>>,<<0218801970>>,<<Northwest Arctic Borough>>,<<USA-ALK188>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218801970
Anaktuvuk Pass>>,<<0218502080>>,<<North Slope Borough>>,<<USA-ALK185>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218502080
Anderson>>,<<0229003220>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229003220
Andreafsky>>,<<0227003330>>,<<Wade Hampton Census Area>>,<<USA-ALK270>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0227003330
Aniak>>,<<0205003550>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205003550
Anvik>>,<<0229003880>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229003880
Arctic Village>>,<<0229000000>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229000000
Aurora Lodge>>,<<0209004980>>,<<Fairbanks North Star Borough>>,<<USA-ALK090>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0209004980
Beaver>>,<<0229005750>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229005750
Bethel>>,<<0205006520>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205006520
Bettles>>,<<0229006630>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229006630
Big Delta>>,<<0224006850>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224006850
Big Lake>>,<<0229007070>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229007070
Bill Moores>>,<<0227007390>>,<<Wade Hampton Census Area>>,<<USA-ALK270>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0227007390
Boundary>>,<<0224008720>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224008720
Broad Pass>>,<<0217009270>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217009270
Buckland>>,<<0218809600>>,<<Northwest Arctic Borough>>,<<USA-ALK188>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218809600
Candle>>,<<0218810040>>,<<Northwest Arctic Borough>>,<<USA-ALK188>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218810040
Cantwell>>,<<0206810150>>,<<Denali Borough>>,<<USA-ALK068>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0206810150
Cape Yakataga>>,<<0226111250>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226111250
Central>>,<<0229011690>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229011690
Chalkyitsik>>,<<0229011800>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229011800
Chandalar>>,<<0229011910>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229011910
Chaniliut>>,<<0227000000>>,<<Wade Hampton Census Area>>,<<USA-ALK270>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0227000000
Chase>>,<<0217012350>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217012350
Chatanika>>,<<0209012460>>,<<Fairbanks North Star Borough>>,<<USA-ALK090>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0209012460
Chefornak>>,<<0205012680>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205012680
Chelatna Lodge>>,<<0217000000>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217000000
Chena Hot Springs>>,<<0209012900>>,<<Fairbanks North Star Borough>>,<<USA-ALK090>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0209012900
Chevak>>,<<0227013230>>,<<Wade Hampton Census Area>>,<<USA-ALK270>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0227013230
Chickaloon>>,<<0217013340>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217013340
Chicken>>,<<0224013450>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224013450
Chisana>>,<<0226113890>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226113890
Chistochina>>,<<0226114000>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226114000
Chitina>>,<<0226114110>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226114110
Chugiak>>,<<0202014440>>,<<Anchorage Borough>>,<<USA-ALK020>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0202014440
Circle>>,<<0229014880>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229014880
Circle Hot Springs>>,<<0229014990>>,<<Yukon-Koyukuk Census Area>>,<<USA-ALK290>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0229014990
Clam Gulch>>,<<0212215320>>,<<Kenai Peninsula Borough>>,<<USA-ALK122>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0212215320
Clarks Point>>,<<0207015450>>,<<Dillingham Census Area>>,<<USA-ALK070>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0207015450
Cohoe>>,<<0212216420>>,<<Kenai Peninsula Borough>>,<<USA-ALK122>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0212216420
College>>,<<0209016750>>,<<Fairbanks North Star Borough>>,<<USA-ALK090>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0209016750
Colorado>>,<<0217016970>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217016970
Cooper Landing>>,<<0212217190>>,<<Kenai Peninsula Borough>>,<<USA-ALK122>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0212217190
Copper Center>>,<<0226117300>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226117300
Cordova>>,<<0226117410>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226117410
Cottonwood>>,<<0217017520>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217017520
Crab Bay>>,<<0226117710>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226117710
Crooked Creek>>,<<0205017850>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205017850
Crystal Falls>>,<<0226117990>>,<<Valdez-Cordova Census Area>>,<<USA-ALK261>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0226117990
Curry>>,<<0217018070>>,<<Matanuska-Susitna Borough>>,<<USA-ALK170>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0217018070
Deering>>,<<0218818510>>,<<Northwest Arctic Borough>>,<<USA-ALK188>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218818510
Delta Junction>>,<<0224018620>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224018620
Dillingham>>,<<0207018950>>,<<Dillingham Census Area>>,<<USA-ALK070>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0207018950
Diomede>>,<<0218019060>>,<<Nome Census Area>>,<<USA-ALK180>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218019060
Donnelly>>,<<0224019610>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224019610
Eagle>>,<<0224020380>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224020380
Eagle River>>,<<0202020490>>,<<Anchorage Borough>>,<<USA-ALK020>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0202020490
Eagle Village>>,<<0224020600>>,<<Southeast Fairbanks Census Area>>,<<USA-ALK240>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0224020600
Eek>>,<<0205021040>>,<<Bethel Census Area>>,<<USA-ALK050>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0205021040
Eklutna>>,<<0202021480>>,<<Anchorage Borough>>,<<USA-ALK020>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0202021480
Ekuk>>,<<0207021700>>,<<Dillingham Census Area>>,<<USA-ALK070>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0207021700
Ekwok>>,<<0212221810>>,<<Kenai Peninsula Borough>>,<<USA-ALK122>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0212221810
Elim>>,<<0218022250>>,<<Nome Census Area>>,<<USA-ALK180>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<0218022250
